"","Titulo","Ubicacion","Matricula ficticia","Carrera","ISBN","language_reference","Instituto"
"314","learning and teaching english a course for teachers","BCC",129731," Licenciatura en Pedagogía del Inglés como segunda lengua ","9780194422772","english"," ICSA "
"315","learning and teaching english a course for teachers","BCC",124828,"","9780194422772","english",""
"316","learning and teaching english a course for teachers","BCC",160040," Licenciatura en Enseñanza del Inglés","9780194422772","english"," ICSA"
"317","learning and teaching english a course for teachers","BCC",913167,"NULL","9780194422772","english","NULL"
"318","language and culture","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0194372146","english","  ICSA"
"319","language and culture","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0194372146","english","  ICSA"
"320","language and culture","BCC",160027,"  Licenciatura en Enseñanza del Inglés","0194372146","english","  ICSA"
"321","language and culture","BCC",153413," Licenciatura en Administración de Empresas","0194372146","english"," ICSA"
"322","language and culture","BCC",153413," Licenciatura en Administración de Empresas","0194372146","english"," ICSA"
"323","language and culture","BCC",143911,"","0194372146","english",""
"324","language and culture","BCC",18060,"NULL","0194372146","english","NULL"
"325","language and culture","BCC",129693,"  Licenciatura en Periodismo","0194372146","english","  ICSA"
"326","language and culture","BCC",129572," Licenciatura en Psicología ","0194372146","english"," ICSA "
"327","language and culture","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780194372145","english","  ICSA"
"328","language and culture","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780194372145","english","  ICSA"
"329","language and culture","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780194372145","english","  ICSA"
"330","language and culture","BCC",153413," Licenciatura en Administración de Empresas","9780194372145","english"," ICSA"
"331","language and culture","BCC",153413," Licenciatura en Administración de Empresas","9780194372145","english"," ICSA"
"332","language and culture","BCC",143911,"","9780194372145","english",""
"333","language and culture","BCC",18060,"NULL","9780194372145","english","NULL"
"334","language and culture","BCC",129693,"  Licenciatura en Periodismo","9780194372145","english","  ICSA"
"335","language and culture","BCC",129572," Licenciatura en Psicología ","9780194372145","english"," ICSA "
"336","office microsoft office vs open office","BCC",17133,"NULL","9789586827867","english","NULL"
"337","office microsoft office vs open office","BCC",17133,"NULL","9586827860","english","NULL"
"338","teaching american english pronunciation","BCC",155009,"NULL","0194328155","english","NULL"
"339","teaching american english pronunciation","BCC",169451," Licenciatura en Enseñanza del Inglés","0194328155","english"," ICSA"
"340","teaching american english pronunciation","BCC",155009,"NULL","9780194328159","english","NULL"
"341","teaching american english pronunciation","BCC",169451," Licenciatura en Enseñanza del Inglés","9780194328159","english"," ICSA"
"342","really learn 100 more phrasal verbs","BCC",127022,"","9780194317450","english",""
"343","really learn 100 more phrasal verbs","BCC",127022,"","9780194317450","english",""
"344","really learn 100 more phrasal verbs","BCC",127022,"","9780194317450","english",""
"345","really learn 100 more phrasal verbs","BCC",169073," Licenciatura en Comercio Exterior","9780194317450","english"," ICSA"
"346","really learn 100 more phrasal verbs","BCC",127022,"","0194317455","english",""
"347","really learn 100 more phrasal verbs","BCC",127022,"","0194317455","english",""
"348","really learn 100 more phrasal verbs","BCC",127022,"","0194317455","english",""
"349","really learn 100 more phrasal verbs","BCC",169073," Licenciatura en Comercio Exterior","0194317455","english"," ICSA"
"350","metodologia juridica","BCC",254785,"NULL","9706134921","english","NULL"
"351","metodologia juridica","BCC",254785,"NULL","9706134921","english","NULL"
"352","metodologia juridica","BCC",140650,"  Licenciatura en Derecho","9706134921","english","  ICSA"
"353","metodologia juridica","BCC",254785,"NULL","9706134921","english","NULL"
"354","metodologia juridica","BCC",140959,"","9706134921","english",""
"355","metodologia juridica","BCC",124098,"NULL","9706134921","english","NULL"
"356","metodologia juridica","BCC",254785,"NULL","9789706134929","english","NULL"
"357","metodologia juridica","BCC",254785,"NULL","9789706134929","english","NULL"
"358","metodologia juridica","BCC",140650,"  Licenciatura en Derecho","9789706134929","english","  ICSA"
"359","metodologia juridica","BCC",254785,"NULL","9789706134929","english","NULL"
"360","metodologia juridica","BCC",140959,"","9789706134929","english",""
"361","metodologia juridica","BCC",124098,"NULL","9789706134929","english","NULL"
"362","mujeres en chihuahua hoy","BCC",147186,"  Licenciatura en Administración de Empresas","9786079086190","english","  ICSA"
"363","mujeres en chihuahua hoy","BCC",180703," Licenciatura en Comercio Exterior","9786079086190","english"," ICSA"
"364","mujeres en chihuahua hoy","BCC",254785,"Licenciatura en Trabajo Social","9786079086190","english","ICSA"
"365","mujeres en chihuahua hoy","BCC",913026,"Licenciatura en Psicologia","9786079086190","english","Licenciatura en Psicolog¡a"
"366","mujeres en chihuahua hoy","BCC",254785," Licenciatura en Trabajo Social","9786079086190","english"," ICSA"
"367","mujeres en chihuahua hoy","BCC",18746,"NULL","9786079086190","english","NULL"
"368","mujeres en chihuahua hoy","BCC",179887," Ingeniería de Software","9786079086190","english"," IIT"
"369","mujeres en chihuahua hoy","BCC",254785," Licenciatura en Educación","9786079086190","english"," ICSA"
"370","mujeres en chihuahua hoy","BCC",254785," Licenciatura en Educación","9786079086190","english"," ICSA"
"371","mujeres en chihuahua hoy","BCC",180936," Licenciatura en Administración de Empresas","9786079086190","english"," ICSA"
"372","mujeres en chihuahua hoy","BCC",154805,"NULL","9786079086190","english","NULL"
"373","mujeres en chihuahua hoy","BCC",154805,"NULL","9786079086190","english","NULL"
"374","mujeres en chihuahua hoy","BCC",159236,"  Licenciatura en Gerontología","9786079086190","english","  ICB"
"375","mujeres en chihuahua hoy","BCC",180645," Licenciatura en Comercio Exterior","9786079086190","english"," ICSA"
"376","understanding second language acquisition","BCC",169562," Licenciatura en Enseñanza del Inglés","019437081","english"," ICSA"
"377","understanding second language acquisition","BCC",160027,"  Licenciatura en Enseñanza del Inglés","019437081","english","  ICSA"
"378","understanding second language acquisition","BCC",169562," Licenciatura en Enseñanza del Inglés","9780194370813","english"," ICSA"
"379","understanding second language acquisition","BCC",160027,"  Licenciatura en Enseñanza del Inglés","9780194370813","english","  ICSA"
"380","mujeres en chihuahua hoy","BCC",184658," Licenciatura en Administración de Empresas","9786079086190","english"," ICSA"
"381","mujeres en chihuahua hoy","BCC",140131,"NULL","9786079086190","english","NULL"
"382","mujeres en chihuahua hoy","BCC",159204," Licenciatura en Gerontología","9786079086190","english"," ICB"
"383","mujeres en chihuahua hoy","BCC",147278,"","9786079086190","english",""
"384","mujeres en chihuahua hoy","BCC",254785,"","9786079086190","english",""
"385","mujeres en chihuahua hoy","BCC",146505,"  Licenciatura en Comercio Exterior","9786079086190","english","  ICSA"
"386","mujeres en chihuahua hoy","BCC",147511,"  Licenciatura en Educación","9786079086190","english","  ICSA"
"387","mujeres en chihuahua hoy","BCC",913400,"ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC","9786079086190","english","ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC"
"388","mujeres en chihuahua hoy","BCC",254785,"NULL","9786079086190","english","NULL"
"389","mujeres en chihuahua hoy","BCC",254785,"NULL","9786079086190","english","NULL"
"390","mujeres en chihuahua hoy","BCC",180632," Licenciatura en Derecho","9786079086190","english"," ICSA"
"391","mujeres en chihuahua hoy","BCC",147186,"  Licenciatura en Administración de Empresas","6079086190","english","  ICSA"
"392","mujeres en chihuahua hoy","BCC",180703," Licenciatura en Comercio Exterior","6079086190","english"," ICSA"
"393","mujeres en chihuahua hoy","BCC",254785,"Licenciatura en Trabajo Social","6079086190","english","ICSA"
"394","mujeres en chihuahua hoy","BCC",913026,"Licenciatura en Psicologia","6079086190","english","Licenciatura en Psicolog¡a"
"395","mujeres en chihuahua hoy","BCC",254785," Licenciatura en Trabajo Social","6079086190","english"," ICSA"
"396","mujeres en chihuahua hoy","BCC",18746,"NULL","6079086190","english","NULL"
"397","mujeres en chihuahua hoy","BCC",179887," Ingeniería de Software","6079086190","english"," IIT"
"398","mujeres en chihuahua hoy","BCC",254785," Licenciatura en Educación","6079086190","english"," ICSA"
"399","mujeres en chihuahua hoy","BCC",254785," Licenciatura en Educación","6079086190","english"," ICSA"
"400","mujeres en chihuahua hoy","BCC",180936," Licenciatura en Administración de Empresas","6079086190","english"," ICSA"
"401","mujeres en chihuahua hoy","BCC",154805,"NULL","6079086190","english","NULL"
"402","mujeres en chihuahua hoy","BCC",154805,"NULL","6079086190","english","NULL"
"403","mujeres en chihuahua hoy","BCC",159236,"  Licenciatura en Gerontología","6079086190","english","  ICB"
"404","mujeres en chihuahua hoy","BCC",180645," Licenciatura en Comercio Exterior","6079086190","english"," ICSA"
"405","mujeres en chihuahua hoy","BCC",184658," Licenciatura en Administración de Empresas","6079086190","english"," ICSA"
"406","mujeres en chihuahua hoy","BCC",140131,"NULL","6079086190","english","NULL"
"407","mujeres en chihuahua hoy","BCC",159204," Licenciatura en Gerontología","6079086190","english"," ICB"
"408","writing for the real world level 2","BCC",190103," Ingeniería en Sistemas Automotrices","9780194538176","english"," IIT"
"409","writing for the real world level 2","BCC",190103," Ingeniería en Sistemas Automotrices","0194538176","english"," IIT"
"410","writing for the real world level 2","BCC",190103," Ingeniería en Sistemas Automotrices","9780194538213","english"," IIT"
"411","writing for the real world level 2","BCC",190103," Ingeniería en Sistemas Automotrices","0194538214","english"," IIT"
"412","pedro friedeberg","BCC",132145,"NULL","9786077663171","english","NULL"
"413","pedro friedeberg","BCC",129662,"","9786077663171","english",""
"414","pedro friedeberg","BCC",132145,"NULL","6077663174","english","NULL"
"415","pedro friedeberg","BCC",129662,"","6077663174","english",""
"416","mujeres en chihuahua hoy","BCC",147278,"","6079086190","english",""
"417","mujeres en chihuahua hoy","BCC",254785,"","6079086190","english",""
"418","mujeres en chihuahua hoy","BCC",146505,"  Licenciatura en Comercio Exterior","6079086190","english","  ICSA"
"419","mujeres en chihuahua hoy","BCC",147511,"  Licenciatura en Educación","6079086190","english","  ICSA"
"420","mujeres en chihuahua hoy","BCC",913400,"ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC","6079086190","english","ACTUALIZAR DATOS, DIRECCION, CORREO ELECTRONICO, ETC"
"421","mujeres en chihuahua hoy","BCC",254785,"NULL","6079086190","english","NULL"
"422","mujeres en chihuahua hoy","BCC",254785,"NULL","6079086190","english","NULL"
"423","mujeres en chihuahua hoy","BCC",180632," Licenciatura en Derecho","6079086190","english"," ICSA"
"424","web application design and implementation apache 2 php5 mysql javascript and linuxunix","BCC",124647,"","0471773913","english",""
"425","web application design and implementation apache 2 php5 mysql javascript and linuxunix","BCC",124647,"","9780471773917","english",""
"426","english for the pharmaceutical industry","BCC",110723,"","9780194579247","english",""
"427","english for the pharmaceutical industry","BCC",110723,"","9780194579254","english",""
"428","derecho internacional publico","BCC",146858,"  Licenciatura en Derecho","9706137793","english","  ICSA"
"429","derecho internacional publico","BCC",146656,"  Licenciatura en Derecho","9706137793","english","  ICSA"
"430","derecho internacional publico","BCC",146760," Licenciatura en Derecho","9706137793","english"," ICSA"
"431","derecho internacional publico","BCC",140616,"  Licenciatura en Derecho","9706137793","english","  ICSA"
